iso3c,country,region,income,year,population,overall_score,Pillar,Pillar_Score
TUN,Tunisia,Middle East & North Africa,Lower middle income,2021,12262946,74.72999999999999,Data Products (Pillar 3),82.75000000000001
MUS,Mauritius,Sub-Saharan Africa,Upper middle income,2021,1266334,74.48583333333335,Data Products (Pillar 3),80.9375
PRY,Paraguay,Latin America & Caribbean,Upper middle income,2021,6703799,74.37875000000001,Data Products (Pillar 3),87.74374999999999
ARE,United Arab Emirates,Middle East & North Africa,High income,2021,9365145,74.29666666666667,Data Products (Pillar 3),71.175
SLV,El Salvador,Latin America & Caribbean,Upper middle income,2021,6314167,74.0875,Data Products (Pillar 3),78.28750000000001
GTM,Guatemala,Latin America & Caribbean,Upper middle income,2021,17109746,73.36416666666668,Data Products (Pillar 3),85.86250000000003
PER,Peru,Latin America & Caribbean,Upper middle income,2021,33715471,73.29666666666668,Data Products (Pillar 3),90.925
AZE,Azerbaijan,Europe & Central Asia,Upper middle income,2021,10137750,72.67375000000001,Data Products (Pillar 3),82.54375000000002
SAU,Saudi Arabia,Middle East & North Africa,High income,2021,35950396,72.30250000000001,Data Products (Pillar 3),71.5875
UGA,Uganda,Sub-Saharan Africa,Low income,2021,45853778,71.49333333333333,Data Products (Pillar 3),81.55
ZWE,Zimbabwe,Sub-Saharan Africa,Lower middle income,2021,15993524,71.46416666666667,Data Products (Pillar 3),87.9625
UZB,Uzbekistan,Europe & Central Asia,Lower middle income,2021,34915100,71.055,Data Products (Pillar 3),78.7
BIH,Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,2021,3270943,70.86,Data Products (Pillar 3),77.45000000000002
BOL,Bolivia,Latin America & Caribbean,Lower middle income,2021,12079472,70.80958333333332,Data Products (Pillar 3),81.98125
CIV,Cote d'Ivoire,Sub-Saharan Africa,Lower middle income,2021,27478249,70.68583333333335,Data Products (Pillar 3),79.13750000000002
RWA,Rwanda,Sub-Saharan Africa,Low income,2021,13461888,70.52625,Data Products (Pillar 3),79.50625
BFA,Burkina Faso,Sub-Saharan Africa,Low income,2021,22100683,70.42958333333334,Data Products (Pillar 3),81.45625
DOM,Dominican Republic,Latin America & Caribbean,Upper middle income,2021,11117873,70.01958333333334,Data Products (Pillar 3),77.13125000000001
BGD,Bangladesh,South Asia,Lower middle income,2021,169356251,69.56625000000001,Data Products (Pillar 3),85.83125
GMB,"Gambia, The",Sub-Saharan Africa,Low income,2021,2639916,69.04583333333333,Data Products (Pillar 3),89.3875
MMR,Myanmar,East Asia & Pacific,Lower middle income,2021,53798084,68.76083333333334,Data Products (Pillar 3),85.3375
PAK,Pakistan,South Asia,Lower middle income,2021,231402117,68.35000000000001,Data Products (Pillar 3),86.825
KEN,Kenya,Sub-Saharan Africa,Lower middle income,2021,53005614,68.06833333333334,Data Products (Pillar 3),76.60000000000001
NER,Niger,Sub-Saharan Africa,Low income,2021,25252722,68.05791666666667,Data Products (Pillar 3),84.83125
VNM,Viet Nam,East Asia & Pacific,Lower middle income,2021,97468029,67.77333333333333,Data Products (Pillar 3),77.24999999999999
TGO,Togo,Sub-Saharan Africa,Low income,2021,8644829,67.76666666666668,Data Products (Pillar 3),87.05
PAN,Panama,Latin America & Caribbean,High income,2021,4351267,67.62833333333333,Data Products (Pillar 3),87.35000000000001
CPV,Cabo Verde,Sub-Saharan Africa,Lower middle income,2021,587925,67.38499999999999,Data Products (Pillar 3),76.05000000000001
QAT,Qatar,Middle East & North Africa,High income,2021,2688235,66.92625,Data Products (Pillar 3),67.38125
JAM,Jamaica,Latin America & Caribbean,Upper middle income,2021,2827695,66.89583333333336,Data Products (Pillar 3),77.76250000000002
BEN,Benin,Sub-Saharan Africa,Lower middle income,2021,12996895,66.53791666666667,Data Products (Pillar 3),83.63125000000001
KWT,Kuwait,Middle East & North Africa,High income,2021,4250114,66.23541666666667,Data Products (Pillar 3),66.24374999999999
GHA,Ghana,Sub-Saharan Africa,Lower middle income,2021,32833031,66.14791666666667,Data Products (Pillar 3),88.83125000000001
LCA,St. Lucia,Latin America & Caribbean,Upper middle income,2021,179651,65.89166666666667,Data Products (Pillar 3),68.57499999999999
MWI,Malawi,Sub-Saharan Africa,Low income,2021,19889742,65.45583333333333,Data Products (Pillar 3),80.5875
NPL,Nepal,South Asia,Lower middle income,2021,30034989,65.00125,Data Products (Pillar 3),85.45625
DZA,Algeria,Middle East & North Africa,Upper middle income,2021,44177969,64.80416666666667,Data Products (Pillar 3),82.01250000000002
WSM,Samoa,East Asia & Pacific,Lower middle income,2021,218764,64.42375,Data Products (Pillar 3),78.76875000000001
SYC,Seychelles,Sub-Saharan Africa,High income,2021,99258,64.28583333333333,Data Products (Pillar 3),68.38749999999999
TZA,Tanzania,Sub-Saharan Africa,Lower middle income,2021,63588334,64.2825,Data Products (Pillar 3),76.58749999999999
FJI,Fiji,East Asia & Pacific,Upper middle income,2021,924610,63.90041666666667,Data Products (Pillar 3),75.44375
KHM,Cambodia,East Asia & Pacific,Lower middle income,2021,16589023,63.891666666666666,Data Products (Pillar 3),81.05
TON,Tonga,East Asia & Pacific,Upper middle income,2021,106017,63.68375,Data Products (Pillar 3),75.86874999999999
LBR,Liberia,Sub-Saharan Africa,Low income,2021,5193416,63.51125000000001,Data Products (Pillar 3),82.33125000000001
MDV,Maldives,South Asia,Upper middle income,2021,521457,63.22874999999999,Data Products (Pillar 3),82.51875
MLI,Mali,Sub-Saharan Africa,Low income,2021,21904983,62.45625,Data Products (Pillar 3),82.55624999999999
BRN,Brunei Darussalam,East Asia & Pacific,High income,2021,445373,61.71500000000001,Data Products (Pillar 3),57.7
NGA,Nigeria,Sub-Saharan Africa,Lower middle income,2021,213401323,61.70458333333335,Data Products (Pillar 3),77.75625000000001
BLZ,Belize,Latin America & Caribbean,Upper middle income,2021,400031,61.626666666666665,Data Products (Pillar 3),67.225
BTN,Bhutan,South Asia,Lower middle income,2021,777486,61.42375,Data Products (Pillar 3),75.19375
ZMB,Zambia,Sub-Saharan Africa,Lower middle income,2021,19473125,61.29791666666667,Data Products (Pillar 3),86.70625000000001
SUR,Suriname,Latin America & Caribbean,Upper middle income,2021,612985,61.27583333333333,Data Products (Pillar 3),69.5625
HND,Honduras,Latin America & Caribbean,Lower middle income,2021,10278345,60.782500000000006,Data Products (Pillar 3),84.13750000000002
AGO,Angola,Sub-Saharan Africa,Lower middle income,2021,34503774,60.45625000000001,Data Products (Pillar 3),71.33125
LAO,Lao PDR,East Asia & Pacific,Lower middle income,2021,7425057,60.01041666666666,Data Products (Pillar 3),79.21875
LBN,Lebanon,Middle East & North Africa,Lower middle income,2021,5592631,59.91333333333333,Data Products (Pillar 3),79.575
GIN,Guinea,Sub-Saharan Africa,Lower middle income,2021,13531906,59.685833333333335,Data Products (Pillar 3),76.5625
AFG,Afghanistan,South Asia,Low income,2021,40099462,59.1775,Data Products (Pillar 3),78.63749999999999
SLE,Sierra Leone,Sub-Saharan Africa,Low income,2021,8420641,59.17625,Data Products (Pillar 3),78.95625
BWA,Botswana,Sub-Saharan Africa,Upper middle income,2021,2588423,59.04166666666668,Data Products (Pillar 3),77.8
CHN,China,East Asia & Pacific,Upper middle income,2021,1412360000,58.978750000000005,Data Products (Pillar 3),77.51875
MRT,Mauritania,Sub-Saharan Africa,Lower middle income,2021,4614974,58.97416666666667,Data Products (Pillar 3),66.61250000000001
ETH,Ethiopia,Sub-Saharan Africa,Low income,2021,120283026,58.843750000000014,Data Products (Pillar 3),81.46875
LSO,Lesotho,Sub-Saharan Africa,Lower middle income,2021,2281454,58.62916666666668,Data Products (Pillar 3),76.2875
MOZ,Mozambique,Sub-Saharan Africa,Low income,2021,32077072,58.44708333333334,Data Products (Pillar 3),76.51875
NAM,Namibia,Sub-Saharan Africa,Upper middle income,2021,2530151,58.2625,Data Products (Pillar 3),77.58749999999999
TLS,Timor-Leste,East Asia & Pacific,Lower middle income,2021,1320942,57.99375,Data Products (Pillar 3),64.54375
GUY,Guyana,Latin America & Caribbean,High income,2021,804567,57.977500000000006,Data Products (Pillar 3),71.51249999999999
IRN,"Iran, Islamic Rep.",Middle East & North Africa,Upper middle income,2021,87923432,57.71875,Data Products (Pillar 3),70.66875
OMN,Oman,Middle East & North Africa,High income,2021,4520471,57.56791666666666,Data Products (Pillar 3),61.23125
TTO,Trinidad and Tobago,Latin America & Caribbean,High income,2021,1525663,57.44416666666666,Data Products (Pillar 3),64.1625
IRQ,Iraq,Middle East & North Africa,Upper middle income,2021,43533592,56.857083333333335,Data Products (Pillar 3),78.29374999999999
SWZ,Eswatini,Sub-Saharan Africa,Lower middle income,2021,1192271,56.12875,Data Products (Pillar 3),71.69375000000001
PLW,Palau,East Asia & Pacific,High income,2021,18024,55.41291666666667,Data Products (Pillar 3),56.38125
CMR,Cameroon,Sub-Saharan Africa,Lower middle income,2021,27198628,55.19708333333333,Data Products (Pillar 3),82.09375
STP,Sao Tome and Principe,Sub-Saharan Africa,Lower middle income,2021,223107,54.9425,Data Products (Pillar 3),69.23750000000001
MDG,Madagascar,Sub-Saharan Africa,Low income,2021,28915653,54.87416666666667,Data Products (Pillar 3),78.16250000000001
BHR,Bahrain,Middle East & North Africa,High income,2021,1463265,54.82,Data Products (Pillar 3),52.3
TJK,Tajikistan,Europe & Central Asia,Lower middle income,2021,9750064,54.38208333333334,Data Products (Pillar 3),81.71875
NIC,Nicaragua,Latin America & Caribbean,Lower middle income,2021,6850540,53.76125,Data Products (Pillar 3),64.23125
COD,"Congo, Dem. Rep.",Sub-Saharan Africa,Low income,2021,95894118,53.09333333333333,Data Products (Pillar 3),67.5
VCT,St. Vincent and the Grenadines,Latin America & Caribbean,Upper middle income,2021,104332,52.53625,Data Products (Pillar 3),60.90625000000001
VUT,Vanuatu,East Asia & Pacific,Lower middle income,2021,319137,50.63833333333333,Data Products (Pillar 3),72.22500000000001
TCD,Chad,Sub-Saharan Africa,Low income,2021,17179740,50.51875,Data Products (Pillar 3),75.84375000000001
BDI,Burundi,Sub-Saharan Africa,Low income,2021,12551213,49.86750000000001,Data Products (Pillar 3),79.6625
ATG,Antigua and Barbuda,Latin America & Caribbean,High income,2021,93219,49.5775,Data Products (Pillar 3),64.5625
VEN,"Venezuela, RB",Latin America & Caribbean,Not classified,2021,28199867,49.57,Data Products (Pillar 3),62.24999999999999
BHS,"Bahamas, The",Latin America & Caribbean,High income,2021,407906,49.157916666666665,Data Products (Pillar 3),49.45625
KNA,St. Kitts and Nevis,Latin America & Caribbean,High income,2021,47606,48.90416666666667,Data Products (Pillar 3),44.7875
DJI,Djibouti,Middle East & North Africa,Lower middle income,2021,1105557,46.70208333333334,Data Products (Pillar 3),63.76875
KIR,Kiribati,East Asia & Pacific,Lower middle income,2021,128874,46.34583333333333,Data Products (Pillar 3),75.4125
PNG,Papua New Guinea,East Asia & Pacific,Lower middle income,2021,9949437,46.14708333333334,Data Products (Pillar 3),70.59375
GAB,Gabon,Sub-Saharan Africa,Upper middle income,2021,2341179,45.86958333333334,Data Products (Pillar 3),66.08125
SOM,Somalia,Sub-Saharan Africa,Low income,2021,17065581,45.60833333333333,Data Products (Pillar 3),69.69999999999999
DMA,Dominica,Latin America & Caribbean,Upper middle income,2021,72412,44.55041666666666,Data Products (Pillar 3),59.26875000000001
SLB,Solomon Islands,East Asia & Pacific,Lower middle income,2021,707851,44.01416666666668,Data Products (Pillar 3),65.8125
SDN,Sudan,Sub-Saharan Africa,Low income,2021,45657202,43.91875,Data Products (Pillar 3),67.79375
MHL,Marshall Islands,East Asia & Pacific,Upper middle income,2021,42050,41.96666666666666,Data Products (Pillar 3),63.95
GNB,Guinea-Bissau,Sub-Saharan Africa,Low income,2021,2060721,41.30916666666668,Data Products (Pillar 3),71.66250000000001
HTI,Haiti,Latin America & Caribbean,Lower middle income,2021,11447569,40.57208333333334,Data Products (Pillar 3),71.59375
GNQ,Equatorial Guinea,Sub-Saharan Africa,Upper middle income,2021,1634466,39.29583333333333,Data Products (Pillar 3),58.7125
FSM,"Micronesia, Fed. Sts.",East Asia & Pacific,Lower middle income,2021,113131,37.8225,Data Products (Pillar 3),58.6125
COG,"Congo, Rep.",Sub-Saharan Africa,Lower middle income,2021,5835806,37.79541666666667,Data Products (Pillar 3),62.59375
SSD,South Sudan,Sub-Saharan Africa,Low income,2021,10748272,35.86208333333334,Data Products (Pillar 3),53.91875000000002
YEM,"Yemen, Rep.",Middle East & North Africa,Low income,2021,32981641,32.31541666666667,Data Products (Pillar 3),55.56875
SYR,Syrian Arab Republic,Middle East & North Africa,Low income,2021,21324367,30.74708333333333,Data Products (Pillar 3),54.96875
TKM,Turkmenistan,Europe & Central Asia,Upper middle income,2021,6341855,28.674999999999997,Data Products (Pillar 3),69.62499999999999
LBY,Libya,Middle East & North Africa,Upper middle income,2021,6735277,23.54958333333333,Data Products (Pillar 3),53.58125
ASM,American Samoa,East Asia & Pacific,High income,2021,45035,,Data Products (Pillar 3),22.625000000000007
AND,Andorra,Europe & Central Asia,High income,2021,79034,,Data Products (Pillar 3),38.65
ABW,Aruba,Latin America & Caribbean,High income,2021,106537,,Data Products (Pillar 3),28.53125
BRB,Barbados,Latin America & Caribbean,High income,2021,281200,,Data Products (Pillar 3),62.18749999999999
BMU,Bermuda,North America,High income,2021,63764,,Data Products (Pillar 3),27.13125
VGB,British Virgin Islands,Latin America & Caribbean,High income,2021,31122,,Data Products (Pillar 3),27.193750000000005
CYM,Cayman Islands,Latin America & Caribbean,High income,2021,68136,,Data Products (Pillar 3),28.606250000000006
CAF,Central African Republic,Sub-Saharan Africa,Low income,2021,5457154,,Data Products (Pillar 3),68.75
CHI,Channel Islands,Europe & Central Asia,High income,2021,172683,,Data Products (Pillar 3),
COM,Comoros,Sub-Saharan Africa,Lower middle income,2021,821625,,Data Products (Pillar 3),68.23124999999999
CUB,Cuba,Latin America & Caribbean,Upper middle income,2021,11256372,,Data Products (Pillar 3),69.675
CUW,Curacao,Latin America & Caribbean,High income,2021,152369,,Data Products (Pillar 3),28.4875
ERI,Eritrea,Sub-Saharan Africa,Low income,2021,3620312,,Data Products (Pillar 3),51.65625
FRO,Faroe Islands,Europe & Central Asia,High income,2021,52889,,Data Products (Pillar 3),14.675
PYF,French Polynesia,East Asia & Pacific,High income,2021,304032,,Data Products (Pillar 3),24.05
GIB,Gibraltar,Europe & Central Asia,High income,2021,32669,,Data Products (Pillar 3),18.05625
GRL,Greenland,Europe & Central Asia,High income,2021,56653,,Data Products (Pillar 3),21.00625
GRD,Grenada,Latin America & Caribbean,Upper middle income,2021,124610,,Data Products (Pillar 3),68.67500000000001
GUM,Guam,East Asia & Pacific,High income,2021,170534,,Data Products (Pillar 3),22.09375
HKG,"Hong Kong SAR, China",East Asia & Pacific,High income,2021,7413100,,Data Products (Pillar 3),43.81874999999999
IMN,Isle of Man,Europe & Central Asia,High income,2021,84263,,Data Products (Pillar 3),12.349999999999998
PRK,"Korea, Dem. People's Rep.",East Asia & Pacific,Low income,2021,25971909,,Data Products (Pillar 3),51.60625000000001
XKX,Kosovo,Europe & Central Asia,Upper middle income,2021,1786038,,Data Products (Pillar 3),
LIE,Liechtenstein,Europe & Central Asia,High income,2021,39039,,Data Products (Pillar 3),38.26875
MAC,"Macao SAR, China",East Asia & Pacific,High income,2021,686607,,Data Products (Pillar 3),37.725
MCO,Monaco,Europe & Central Asia,High income,2021,36686,,Data Products (Pillar 3),41.6125
NRU,Nauru,East Asia & Pacific,High income,2021,12511,,Data Products (Pillar 3),55.41875
NCL,New Caledonia,East Asia & Pacific,High income,2021,270390,,Data Products (Pillar 3),31.587499999999995
MNP,Northern Mariana Islands,East Asia & Pacific,High income,2021,49481,,Data Products (Pillar 3),16.037499999999998
PRI,Puerto Rico,Latin America & Caribbean,High income,2021,3262693,,Data Products (Pillar 3),35.381249999999994
SMR,San Marino,Europe & Central Asia,High income,2021,33745,,Data Products (Pillar 3),38.08125
SXM,Sint Maarten (Dutch part),Latin America & Caribbean,High income,2021,40708,,Data Products (Pillar 3),19.69375
MAF,St. Martin (French part),Latin America & Caribbean,High income,2021,31948,,Data Products (Pillar 3),13.56875
TCA,Turks and Caicos Islands,Latin America & Caribbean,High income,2021,45114,,Data Products (Pillar 3),31.468750000000007
TUV,Tuvalu,East Asia & Pacific,Upper middle income,2021,11204,,Data Products (Pillar 3),60.83749999999999
VIR,Virgin Islands (U.S.),Latin America & Caribbean,High income,2021,105870,,Data Products (Pillar 3),18.975
FIN,Finland,Europe & Central Asia,High income,2020,5529543,90.79083333333332,Data Products (Pillar 3),79.2375
